Metric Name,Desired Direction,Dimension Name,Dimension Value,Label,Variant Name,Metric Value,Metric Impact Relative,Metric Impact Relative Lower Bound,Metric Impact Relative Upper Bound,Metric Impact Relative Global Lift,Metric Impact Absolute,Metric Impact Absolute Lower Bound,Metric Impact Absolute Upper Bound,Metric Impact Absolute Global Lift,P Value,Metric Impact Relative Sequential Lower Bound,Metric Impact Relative Sequential Upper Bound,Metric Impact Absolute Sequential Lower Bound,Metric Impact Absolute Sequential Upper Bound,P Value Sequential,Participating Units,Analyzed At
cx_app_quality_action_load_latency_android,decrease,action_dimension,action_dimension_cx_delete_cart,,treatment2,0.02195911,-0.02403102,-0.04761937,-0.00044268,-0.00415193,-0.00054056,-0.00107117,-9.96e-6,-0.00003419,0.04585274,-0.06112787,0.01306582,-0.00137503,0.00029391,0.45380875,272857,2025-01-15 23:09:39
cx_app_quality_action_load_latency_web,decrease,action_dimension,action_dimension_cx_delete_cart,,treatment1,0.00511926,-0.83135801,-1.58155476,-0.08116126,-0.00039412,-0.02457218,-0.04674549,-0.00239886,-0.00001749,0.02985522,-2.01117507,0.34845905,-0.05944364,0.01029929,0.33880692,272,2025-01-15 23:09:35
cx_app_quality_action_load_latency_ios,decrease,action_dimension,action_dimension_cx_delete_cart,,control,0.00454717,,,,,,,,,,,,,,,2292348,2025-01-15 23:09:58
cx_app_quality_page_action_error_ios,decrease,action_dimension,action_dimension_cx_delete_cart,,control,0.00092545,,,,,,,,,,,,,,,2292326,2025-01-15 23:09:25
cx_app_quality_page_action_error_ios,decrease,action_dimension,action_dimension_cx_delete_cart,,treatment1,0.00092503,-0.00049132,-0.04741352,0.04643088,0.0,-4.5e-7,-0.00004388,0.00004297,0.0,0.98362629,-0.07428478,0.07330213,-0.00006875,0.00006784,1.0,1146311,2025-01-15 23:09:25
cx_app_quality_action_load_latency_android,decrease,action_dimension,action_dimension_cx_delete_cart,,treatment1,0.02226225,-0.00927992,-0.03319151,0.01463166,-0.0016039,-0.00020875,-0.00074662,0.00032913,-0.00001321,0.44686687,-0.04688512,0.02832527,-0.00105465,0.00063716,1.0,274087,2025-01-15 23:09:39
cx_app_quality_page_action_error_ios,decrease,action_dimension,action_dimension_cx_delete_cart,,treatment2,0.00090721,-0.01974873,-0.06576108,0.02626363,0.0,-0.00001828,-0.00006086,0.00002431,0.0,0.40022126,-0.09211129,0.05261384,-0.00008524,0.00004869,1.0,1146756,2025-01-15 23:09:25
cx_app_quality_page_action_error_web,decrease,action_dimension,action_dimension_cx_delete_cart,,control,0.00065553,,,,,,,,,,,,,,,89654,2025-01-15 23:09:39
cx_app_quality_page_action_error_android,decrease,action_dimension,action_dimension_cx_delete_cart,,control,0.00038196,,,,,,,,,,,,,,,535349,2025-01-15 23:09:36
cx_app_quality_action_load_latency_ios,decrease,action_dimension,action_dimension_cx_delete_cart,,treatment1,0.00458779,0.00891921,-0.01431113,0.03214955,0.00024563,0.00004056,-0.00006508,0.00014619,2.27e-6,0.4517376,-0.02761461,0.04545303,-0.00012557,0.00020668,1.0,1146339,2025-01-15 23:09:58
cx_app_quality_page_action_error_web,decrease,action_dimension,action_dimension_cx_delete_cart,,treatment2,0.00052463,-0.19990985,-0.81119427,0.41137458,-0.00263238,-0.00013105,-0.00053176,0.00026967,-3.17e-6,0.52154098,-1.16126272,0.76144302,-0.00076125,0.00049915,1.0,44919,2025-01-15 23:09:39
