"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","treatment_a Value","treatment_a Exposure Volume","treatment_a Absolute Impact","treatment_a Absolute Impact Confidence Interval","treatment_a Relative Impact","treatment_a Relative Impact Confidence Interval","treatment_a P Value","treatment_a Significance","treatment_a Coverage","treatment_a Relative Global Lift","treatment_a Absolute Global Lift","treatment_b Value","treatment_b Exposure Volume","treatment_b Absolute Impact","treatment_b Absolute Impact Confidence Interval","treatment_b Relative Impact","treatment_b Relative Impact Confidence Interval","treatment_b P Value","treatment_b Significance","treatment_b Coverage","treatment_b Relative Global Lift","treatment_b Absolute Global Lift"
"account_or_system_push_opt_out","Metric","N/A","","mean","0.004156","2,497,231","0.004108","2,425,881","-0.000047","[-0.00016, +0.000067]","-0.011220","[-3.8488%, +1.6048%]","0.419960","-","","","","0.004114","2,426,762","-0.000042","[-0.000155, +0.000072]","-0.010013","[-3.7289%, +1.7262%]","0.471805","-","","",""
"ads_promotion_promotion_cx_discount","Metric","N/A","","mean","3.966619","2,497,231","3.979078","2,425,881","0.007845","[-0.00801, +0.0237]","0.001978","[-0.2019%, +0.5975%]","0.332166","-","0.214360","0.000424","0.001313","3.987012","2,426,762","0.015227","[-0.000621, +0.031074]","0.003839","[-0.0156%, +0.7834%]","0.059670","-","0.214360","0.000823","0.002549"
"ads_revenue","Metric","N/A","","mean","1.666045","2,497,231","1.669362","2,425,881","0.002378","[-0.004257, +0.009012]","0.001427","[-0.2555%, +0.5409%]","0.482396","-","0.187008","0.000267","0.000364","1.671662","2,426,762","0.005987","[-0.000659, +0.012632]","0.003593","[-0.0395%, +0.7582%]","0.077456","-","0.187008","0.000672","0.000916"
"ad_product_NULL","Dimension","ads_revenue","","mean","0.117526","2,497,231","0.117796","2,425,881","0.000232","[-0.000156, +0.000619]","0.001972","[-0.1324%, +0.5268%]","0.241000","-","0.013192","0.000026","0.000035","0.117703","2,426,762","0.000108","[-0.000279, +0.000495]","0.000918","[-0.2374%, +0.421%]","0.584667","-","0.013192","0.000012","0.000017"
"ad_product_pm","Dimension","ads_revenue","","mean","0.207862","2,497,231","0.207961","2,425,881","0.000003","[-0.001113, +0.001119]","0.000014","[-0.5353%, +0.5382%]","0.995802","-","0.023332","0.000000","0.000000","0.208702","2,426,762","0.000881","[-0.000236, +0.001998]","0.004239","[-0.1135%, +0.9612%]","0.122088","-","0.023332","0.000099","0.000135"
"ad_product_sb","Dimension","ads_revenue","","mean","0.021112","2,497,231","0.021414","2,425,881","0.000313","[-0.000117, +0.000744]","0.014831","[-0.5558%, +3.522%]","0.153960","-","0.002370","0.000035","0.000048","0.021301","2,426,762","0.000131","[-0.000294, +0.000555]","0.006198","[-1.3914%, +2.6311%]","0.545843","-","0.002370","0.000015","0.000020"
"ad_product_sl","Dimension","ads_revenue","","mean","1.163140","2,497,231","1.166072","2,425,881","0.001589","[-0.003926, +0.007103]","0.001366","[-0.3375%, +0.6107%]","0.572353","-","0.130558","0.000178","0.000243","1.168773","2,426,762","0.004981","[-0.000543, +0.010505]","0.004282","[-0.0467%, +0.9032%]","0.077195","-","0.130558","0.000559","0.000762"
"ad_product_sp","Dimension","ads_revenue","","mean","0.156408","2,497,231","0.156119","2,425,881","-0.000219","[-0.001932, +0.001493]","-0.001400","[-1.2349%, +0.9549%]","0.802067","-","0.017556","-0.000025","-0.000034","0.155187","2,426,762","-0.001056","[-0.002762, +0.00065]","-0.006749","[-1.7656%, +0.4158%]","0.225229","-","0.017556","-0.000118","-0.000161"
"avg_dat_mins","Metric","N/A","","mean","1202.458984","2,171,752","1202.751200","2,110,162","0.375446","[-0.440601, +1.191494]","0.000312","[-0.0366%, +0.0991%]","0.367196","-","0.213329","0.000066","0.080212","1202.294506","2,110,506","-0.051420","[-0.855091, +0.75225]","-0.000043","[-0.0711%, +0.0626%]","0.900206","-","0.213329","-0.000009","-0.010982"
"cng_order_rate_nc","Metric","N/A","","mean","0.548590","2,497,231","0.550171","2,425,881","0.000208","[-0.001957, +0.002373]","0.000378","[-0.3568%, +0.4325%]","0.850940","-","0.236711","0.000090","0.000199","0.548351","2,426,762","-0.000694","[-0.002852, +0.001464]","-0.001265","[-0.5199%, +0.2668%]","0.528371","-","0.236711","-0.000300","-0.000667"
"consumer_mto","Metric","N/A","","mean","0.056911","2,497,231","0.057295","2,425,881","0.000284","[-0.000432, +0.001001]","0.004997","[-0.7594%, +1.7588%]","0.436655","-","0.214262","0.001071","0.001070","0.057615","2,426,762","0.000628","[-0.000068, +0.001324]","0.011037","[-0.1188%, +2.3261%]","0.076806","-","0.214262","0.002365","0.002363"
"consumer_order_frequency_l_28_d","Metric","N/A","","mean","8.474387","2,469,121","8.490985","2,398,839","0.014456","[+0.000281, +0.028631]","0.001706","[+0.0033%, +0.3379%]","0.045624","Significant","0.167143","0.000354","0.002416","8.488742","2,399,652","0.011282","[-0.002875, +0.025439]","0.001331","[-0.0339%, +0.3002%]","0.118312","-","0.167143","0.000276","0.001886"
"consumers_mau","Metric","N/A","","mean","0.988744","2,497,231","0.988853","2,425,881","0.000114","[-0.000071, +0.000298]","0.000115","[-0.0072%, +0.0302%]","0.228531","-","0.167134","0.000019","0.000010","0.988829","2,426,762","0.000094","[-0.000091, +0.000279]","0.000095","[-0.0092%, +0.0282%]","0.318778","-","0.167134","0.000016","0.000008"
"cx_app_quality_action_load_latency_android","Metric","N/A","","mean","0.006147","18,163","0.006395","17,884","0.000218","[-0.000437, +0.000873]","0.035439","[-7.1122%, +14.2%]","0.514513","-","0.008937","0.000258","0.000002","0.006216","18,025","0.000012","[-0.000632, +0.000656]","0.001893","[-10.2894%, +10.6681%]","0.971749","-","0.008937","0.000000","0.000000"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_action_load_latency_android","","mean","0.004763","17,550","0.005251","17,316","0.000460","[-0.00023, +0.001149]","0.096517","[-4.8304%, +24.1338%]","0.191474","-","0.005211","0.000317","0.000002","0.004859","17,426","0.000076","[-0.000603, +0.000755]","0.015891","[-12.6685%, +15.8466%]","0.827080","-","0.005211","0.000000","0.000000"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_action_load_latency_android","","mean","0.017751","10,351","0.018004","10,254","0.000250","[-0.002268, +0.002769]","0.014107","[-12.7767%, +15.598%]","0.845486","-","0.001189","0.000000","0.000000","0.018587","10,415","0.000835","[-0.001599, +0.003269]","0.047045","[-9.0076%, +18.4166%]","0.501300","-","0.001189","0.000000","0.000000"
"action_dimension_cx_place_order","Dimension","cx_app_quality_action_load_latency_android","","mean","0.003355","16,099","0.002770","15,813","-0.000574","[-0.001494, +0.000346]","-0.170995","[-44.5201%, +10.3211%]","0.221618","-","0.001590","0.000000","0.000000","0.002423","15,999","-0.000924","[-0.001875, +0.000027]","-0.275400","[-55.8767%, +0.7968%]","0.056799","-","0.001590","-0.000192","-0.000002"
"action_dimension_cx_set_address","Dimension","cx_app_quality_action_load_latency_android","","mean","0.451613","29","0.405406","36","-0.046170","[-0.291293, +0.198952]","-0.102234","[-64.5006%, +44.0538%]","0.712000","-","0.000001","0.000000","0.000000","0.439024","37","-0.012819","[-0.263813, +0.238174]","-0.028386","[-58.4157%, +52.7385%]","0.920262","-","0.000001","0.000000","0.000000"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_action_load_latency_android","","mean","0.115384","45","0.102564","32","-0.044702","[-0.178811, +0.089406]","-0.387420","[-154.9697%, +77.4857%]","0.513556","-","0.000001","0.000000","0.000000","0.200000","48","0.077011","[-0.060748, +0.21477]","0.667434","[-52.6481%, +186.1349%]","0.273220","-","0.000001","0.000000","0.000000"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_action_load_latency_android","","mean","0.003412","9,356","0.004253","9,367","0.000843","[-0.000428, +0.002115]","0.247214","[-12.5464%, +61.9893%]","0.193556","-","0.000964","0.000000","0.000000","0.004230","9,378","0.000811","[-0.000394, +0.002017]","0.237763","[-11.5619%, +59.1144%]","0.187267","-","0.000964","0.000000","0.000000"
"cx_app_quality_action_load_latency_ios","Metric","N/A","","mean","0.010947","1,970,229","0.010956","1,913,746","0.000009","[-0.000068, +0.000085]","0.000792","[-0.6209%, +0.7794%]","0.824502","-","0.240712","0.000177","0.000002","0.010957","1,914,073","0.000007","[-0.000071, +0.000084]","0.000620","[-0.6463%, +0.7703%]","0.863788","-","0.240712","0.000139","0.000002"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.055769","88,427","0.056954","84,844","0.001143","[-0.000859, +0.003145]","0.020492","[-1.5407%, +5.6391%]","0.263232","-","0.000649","0.000000","0.000000","0.057143","85,517","0.001387","[-0.000616, +0.003391]","0.024872","[-1.1054%, +6.0798%]","0.174814","-","0.000649","0.000000","0.000000"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.014215","1,694,901","0.014215","1,645,957","0.000001","[-0.000105, +0.000107]","0.000094","[-0.7362%, +0.755%]","0.980298","-","0.129076","0.000000","0.000000","0.014203","1,647,583","-0.000010","[-0.000117, +0.000097]","-0.000721","[-0.8246%, +0.6803%]","0.850961","-","0.129076","-0.000112","-0.000001"
"action_dimension_cx_create_address","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.023543","226,760","0.023469","220,094","-0.000075","[-0.000898, +0.000748]","-0.003188","[-3.8161%, +3.1785%]","0.858219","-","0.001647","0.000000","0.000000","0.023759","220,335","0.000217","[-0.000608, +0.001042]","0.009219","[-2.5815%, +4.4252%]","0.606031","-","0.001647","0.000000","0.000000"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.005272","1,153,044","0.005208","1,120,128","-0.000065","[-0.000171, +0.000042]","-0.012258","[-3.2423%, +0.7907%]","0.233483","-","0.032545","-0.000178","-0.000002","0.005236","1,120,095","-0.000036","[-0.000145, +0.000072]","-0.006894","[-2.7437%, +1.365%]","0.510728","-","0.032545","-0.000100","-0.000001"
"action_dimension_cx_place_order","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.001406","1,795,468","0.001429","1,744,965","0.000023","[-0.000033, +0.000079]","0.016486","[-2.3143%, +5.6116%]","0.414866","-","0.040236","0.000000","0.000000","0.001423","1,744,933","0.000017","[-0.000038, +0.000073]","0.012174","[-2.7322%, +5.167%]","0.545767","-","0.040236","0.000000","0.000000"
"action_dimension_cx_set_address","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.017059","402,027","0.017335","392,102","0.000275","[-0.000283, +0.000834]","0.016149","[-1.6598%, +4.8896%]","0.333763","-","0.005218","0.000122","0.000001","0.017630","391,451","0.000571","[+0.000003, +0.00114]","0.033495","[+0.0176%, +6.6814%]","0.048799","Significant","0.005218","0.000253","0.000003"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.013175","355,543","0.013342","345,208","0.000165","[-0.000203, +0.000532]","0.012499","[-1.5377%, +4.0375%]","0.379511","-","0.005785","0.000000","0.000000","0.013050","345,751","-0.000127","[-0.000487, +0.000234]","-0.009615","[-3.6997%, +1.7767%]","0.491301","-","0.005785","0.000000","0.000000"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.012982","987,538","0.012980","959,857","-0.000001","[-0.000205, +0.000202]","-0.000103","[-1.5797%, +1.5591%]","0.989730","-","0.025591","0.000000","0.000000","0.012992","959,932","0.000010","[-0.000195, +0.000215]","0.000758","[-1.501%, +1.6526%]","0.924945","-","0.025591","0.000000","0.000000"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.055769","88,427","0.056954","84,844","0.001143","[-0.000859, +0.003145]","0.020492","[-1.5407%, +5.6391%]","0.263232","-","0.000649","0.000000","0.000000","0.057143","85,517","0.001387","[-0.000616, +0.003391]","0.024872","[-1.1054%, +6.0798%]","0.174814","-","0.000649","0.000000","0.000000"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.014215","1,694,901","0.014215","1,645,957","0.000001","[-0.000105, +0.000107]","0.000094","[-0.7362%, +0.755%]","0.980298","-","0.129076","0.000000","0.000000","0.014203","1,647,583","-0.000010","[-0.000117, +0.000097]","-0.000721","[-0.8246%, +0.6803%]","0.850961","-","0.129076","-0.000112","-0.000001"
"action_dimension_cx_create_address","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.023543","226,760","0.023469","220,094","-0.000075","[-0.000898, +0.000748]","-0.003188","[-3.8161%, +3.1785%]","0.858219","-","0.001647","0.000000","0.000000","0.023759","220,335","0.000217","[-0.000608, +0.001042]","0.009219","[-2.5815%, +4.4252%]","0.606031","-","0.001647","0.000000","0.000000"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.005272","1,153,044","0.005208","1,120,128","-0.000065","[-0.000171, +0.000042]","-0.012258","[-3.2423%, +0.7907%]","0.233483","-","0.032545","-0.000178","-0.000002","0.005236","1,120,095","-0.000036","[-0.000145, +0.000072]","-0.006894","[-2.7437%, +1.365%]","0.510728","-","0.032545","-0.000100","-0.000001"
"action_dimension_cx_place_order","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.001406","1,795,468","0.001429","1,744,965","0.000023","[-0.000033, +0.000079]","0.016486","[-2.3143%, +5.6116%]","0.414866","-","0.040236","0.000000","0.000000","0.001423","1,744,933","0.000017","[-0.000038, +0.000073]","0.012174","[-2.7322%, +5.167%]","0.545767","-","0.040236","0.000000","0.000000"
"action_dimension_cx_set_address","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.017059","402,027","0.017335","392,102","0.000275","[-0.000283, +0.000834]","0.016149","[-1.6598%, +4.8896%]","0.333763","-","0.005218","0.000122","0.000001","0.017630","391,451","0.000571","[+0.000003, +0.00114]","0.033495","[+0.0176%, +6.6814%]","0.048799","Significant","0.005218","0.000253","0.000003"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.013175","355,543","0.013342","345,208","0.000165","[-0.000203, +0.000532]","0.012499","[-1.5377%, +4.0375%]","0.379511","-","0.005785","0.000000","0.000000","0.013050","345,751","-0.000127","[-0.000487, +0.000234]","-0.009615","[-3.6997%, +1.7767%]","0.491301","-","0.005785","0.000000","0.000000"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.012982","987,538","0.012980","959,857","-0.000001","[-0.000205, +0.000202]","-0.000103","[-1.5797%, +1.5591%]","0.989730","-","0.025591","0.000000","0.000000","0.012992","959,932","0.000010","[-0.000195, +0.000215]","0.000758","[-1.501%, +1.6526%]","0.924945","-","0.025591","0.000000","0.000000"
"cx_app_quality_action_load_latency_web","Metric","N/A","","mean","0.026429","35,450","0.029370","34,786","0.002764","[-0.002118, +0.007647]","0.104590","[-8.0141%, +28.932%]","0.267137","-","0.045308","0.003892","0.000126","0.025809","35,057","-0.000831","[-0.002067, +0.000405]","-0.031452","[-7.8214%, +1.5311%]","0.187422","-","0.045308","-0.001164","-0.000038"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_action_load_latency_web","","mean","0.014122","2,785","0.015568","2,869","0.001528","[-0.004206, +0.007262]","0.108203","[-29.7844%, +51.425%]","0.601468","-","0.000458","0.000000","0.000000","0.014364","2,822","0.000220","[-0.005188, +0.005627]","0.015545","[-36.7351%, +39.844%]","0.936580","-","0.000458","0.000000","0.000000"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_action_load_latency_web","","mean","0.029663","30,666","0.030472","30,042","0.000741","[-0.000735, +0.002218]","0.024990","[-2.4782%, +7.4761%]","0.325077","-","0.026700","0.000613","0.000020","0.030052","30,390","0.000279","[-0.001138, +0.001697]","0.009420","[-3.8361%, +5.7202%]","0.699189","-","0.026700","0.000231","0.000007"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_action_load_latency_web","","mean","0.005665","14,282","0.006761","14,134","0.001097","[-0.000566, +0.00276]","0.193688","[-9.9921%, +48.7297%]","0.196028","-","0.005277","0.000179","0.000006","0.005736","14,304","0.000077","[-0.001492, +0.001647]","0.013611","[-26.344%, +29.0661%]","0.923293","-","0.005277","0.000000","0.000000"
"action_dimension_cx_place_order","Dimension","cx_app_quality_action_load_latency_web","","mean","0.021964","25,973","0.023386","25,490","0.001145","[-0.002554, +0.004844]","0.052112","[-11.6298%, +22.0523%]","0.544194","-","0.007978","0.000285","0.000009","0.021164","25,843","-0.000835","[-0.003386, +0.001716]","-0.038030","[-15.4165%, +7.8105%]","0.520992","-","0.007978","-0.000205","-0.000007"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_action_load_latency_web","","mean","0.005789","5,922","0.087812","5,911","0.082480","[-0.065837, +0.230797]","14.246763","[-1,137.2124%, +3,986.565%]","0.275738","-","0.001266","0.003401","0.000110","0.003596","5,897","-0.001726","[-0.00403, +0.000577]","-0.298201","[-69.6089%, +9.9687%]","0.141856","-","0.001266","-0.000068","-0.000002"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_action_load_latency_web","","mean","0.050602","12,240","0.047158","12,049","-0.003328","[-0.011286, +0.00463]","-0.065765","[-22.3027%, +9.1497%]","0.412424","-","0.003712","-0.000383","-0.000012","0.042933","12,180","-0.007425","[-0.015203, +0.000353]","-0.146730","[-30.0435%, +0.6976%]","0.061343","-","0.003712","-0.000828","-0.000027"
"cx_app_quality_crash_android","Metric","N/A","","mean","0.000080","24,962","0.000042","24,373","-0.000038","[-0.000062, -0.000013]","-0.475252","[-78.2969%, -16.7535%]","0.002469","Significant","0.007658","0.000000","0.000000","0.000051","24,682","-0.000029","[-0.000056, -0.000002]","-0.362067","[-69.8997%, -2.5137%]","0.035188","Significant","0.007658","0.000000","0.000000"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_crash_android","","mean","0.000070","16,761","0.000024","16,522","-0.000045","[-0.000185, +0.000095]","-0.640911","[-263.4292%, +135.2471%]","0.528586","-","0.000847","0.000000","0.000000","0.000010","16,719","-0.000060","[-0.000199, +0.00008]","-0.850226","[-283.0106%, +112.9653%]","0.399970","-","0.000847","0.000000","0.000000"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_crash_android","","mean","0.000049","24,402","0.000014","23,896","-0.000035","[-0.000061, -0.00001]","-0.723773","[-124.5208%, -20.2338%]","0.006518","Significant","0.001570","0.000000","0.000000","0.000016","24,117","-0.000033","[-0.000059, -0.000007]","-0.671499","[-120.3203%, -13.9796%]","0.013313","Significant","0.001570","0.000000","0.000000"
"page_dimension_cx_item_page","Dimension","cx_app_quality_crash_android","","mean","0.000000","18,460","0.000003","18,192","0.000003","[-0.000003, +0.000008]","","[]","0.311685","-","0.001497","0.000000","0.000000","0.000011","18,343","0.000011","[0, +0.000022]","","[]","0.044883","Significant","0.001497","0.000000","0.000000"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_crash_android","","mean","0.000502","18,128","0.000349","17,856","-0.000158","[-0.00032, +0.000004]","-0.315278","[-63.7838%, +0.7282%]","0.055402","-","0.000736","0.000000","0.000000","0.000424","17,990","-0.000084","[-0.000281, +0.000114]","-0.166439","[-55.9591%, +22.6714%]","0.406686","-","0.000736","0.000000","0.000000"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_crash_android","","mean","0.000000","20,958","0.000000","20,577","0.000000","[0, 0]","","[]","1.000000","-","0.000875","0.000000","0.000000","0.000000","20,771","0.000000","[0, 0]","","[]","1.000000","-","0.000875","0.000000","0.000000"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_crash_android","","mean","0.000064","11,428","0.000042","11,175","-0.000022","[-0.000116, +0.000071]","-0.343132","[-179.204%, +110.5775%]","0.642532","-","0.000198","0.000000","0.000000","0.000043","11,360","-0.000022","[-0.000116, +0.000072]","-0.334631","[-179.148%, +112.2217%]","0.652570","-","0.000198","0.000000","0.000000"
"page_dimension_cx_store_page","Dimension","cx_app_quality_crash_android","","mean","0.000000","20,134","0.000000","19,791","0.000000","[0, 0]","","[]","1.000000","-","0.001097","0.000000","0.000000","0.000000","20,041","0.000000","[0, 0]","","[]","1.000000","-","0.001097","0.000000","0.000000"
"cx_app_quality_crash_ios","Metric","N/A","","mean","0.000113","2,483,223","0.000114","2,412,154","0.000000","[-0.000002, +0.000003]","0.003808","[-1.6137%, +2.3754%]","0.708239","-","0.205612","0.000000","0.000000","0.000113","2,413,079","0.000000","[-0.000002, +0.000002]","0.001278","[-1.8598%, +2.1154%]","0.899699","-","0.205612","0.000000","0.000000"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_crash_ios","","mean","0.000184","1,642,159","0.000182","1,595,204","-0.000003","[-0.000013, +0.000007]","-0.014560","[-6.8996%, +3.9877%]","0.600133","-","0.013823","0.000000","0.000000","0.000180","1,596,263","-0.000004","[-0.000014, +0.000006]","-0.022322","[-7.6323%, +3.1679%]","0.417847","-","0.013823","0.000000","0.000000"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_crash_ios","","mean","0.000096","2,405,492","0.000098","2,336,470","0.000001","[-0.000002, +0.000005]","0.012496","[-2.3927%, +4.8919%]","0.501318","-","0.057163","0.000000","0.000000","0.000097","2,337,115","0.000001","[-0.000002, +0.000004]","0.010457","[-2.5733%, +4.6648%]","0.571164","-","0.057163","0.000000","0.000000"
"page_dimension_cx_item_page","Dimension","cx_app_quality_crash_ios","","mean","0.000058","1,765,401","0.000059","1,715,241","0.000001","[-0.000003, +0.000006]","0.020738","[-5.3592%, +9.5069%]","0.584495","-","0.030342","0.000000","0.000000","0.000060","1,715,842","0.000001","[-0.000003, +0.000006]","0.024647","[-4.9664%, +9.8959%]","0.515647","-","0.030342","0.000000","0.000000"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_crash_ios","","mean","0.000052","1,761,797","0.000051","1,710,565","-0.000001","[-0.000006, +0.000004]","-0.015798","[-10.8533%, +7.6937%]","0.738460","-","0.017889","0.000000","0.000000","0.000048","1,711,937","-0.000004","[-0.000008, +0.000001]","-0.070587","[-16.1808%, +2.0634%]","0.129359","-","0.017889","0.000000","0.000000"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_crash_ios","","mean","0.000323","2,436,814","0.000325","2,367,871","0.000002","[-0.000008, +0.000012]","0.005126","[-2.6283%, +3.6535%]","0.749076","-","0.022761","0.000000","0.000000","0.000330","2,367,489","0.000007","[-0.000004, +0.000017]","0.020261","[-1.0891%, +5.1414%]","0.202404","-","0.022761","0.000000","0.000000"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_crash_ios","","mean","0.000072","1,290,876","0.000068","1,253,895","-0.000003","[-0.000012, +0.000006]","-0.047150","[-17.115%, +7.6851%]","0.456120","-","0.006581","0.000000","0.000000","0.000067","1,255,567","-0.000005","[-0.000013, +0.000004]","-0.064391","[-18.5712%, +5.693%]","0.298224","-","0.006581","0.000000","0.000000"
"page_dimension_cx_store_page","Dimension","cx_app_quality_crash_ios","","mean","0.000117","1,925,532","0.000118","1,870,739","0.000000","[-0.000006, +0.000007]","0.003802","[-5.1589%, +5.9192%]","0.892992","-","0.036310","0.000000","0.000000","0.000115","1,872,100","-0.000002","[-0.000009, +0.000004]","-0.018756","[-7.5268%, +3.7755%]","0.515355","-","0.036310","0.000000","0.000000"
"cx_app_quality_crash_web","Metric","N/A","","mean","0.001036","39,756","0.001239","38,833","0.000205","[-0.000197, +0.000607]","0.197865","[-19.0213%, +58.5944%]","0.317646","-","0.039907","0.005111","0.000008","0.001127","39,054","0.000092","[-0.00027, +0.000454]","0.088817","[-26.0361%, +43.7995%]","0.618107","-","0.039907","0.002295","0.000004"
"cx_app_quality_hitch_android","Metric","N/A","","mean","0.072954","25,191","0.072328","24,579","0.000212","[-0.002491, +0.002914]","0.002905","[-3.4138%, +3.9948%]","0.877851","-","0.009380","0.000027","0.000002","0.073983","24,828","0.001281","[-0.001373, +0.003935]","0.017556","[-1.8822%, +5.3935%]","0.344212","-","0.009380","0.000165","0.000012"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_hitch_android","","mean","0.044930","17,731","0.043353","17,439","-0.001652","[-0.005687, +0.002383]","-0.036764","[-12.6569%, +5.3041%]","0.422342","-","0.000536","0.000000","0.000000","0.044035","17,592","-0.000594","[-0.004521, +0.003333]","-0.013221","[-10.0617%, +7.4175%]","0.766854","-","0.000536","0.000000","0.000000"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_hitch_android","","mean","0.131516","24,336","0.129241","23,792","-0.000051","[-0.004751, +0.004649]","-0.000387","[-3.6125%, +3.5352%]","0.983088","-","0.001638","0.000000","0.000000","0.129562","24,028","0.000782","[-0.00402, +0.005584]","0.005949","[-3.0565%, +4.2462%]","0.749485","-","0.001638","0.000017","0.000001"
"page_dimension_cx_item_page","Dimension","cx_app_quality_hitch_android","","mean","0.032021","18,451","0.031763","18,179","-0.000087","[-0.002923, +0.002749]","-0.002706","[-9.1275%, +8.5863%]","0.952248","-","0.001581","0.000000","0.000000","0.033363","18,335","0.001393","[-0.001653, +0.00444]","0.043517","[-5.1629%, +13.8662%]","0.370027","-","0.001581","0.000030","0.000002"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_hitch_android","","mean","0.092903","19,234","0.091183","18,856","-0.001686","[-0.00688, +0.003508]","-0.018148","[-7.4053%, +3.7756%]","0.524604","-","0.001024","-0.000024","-0.000002","0.094987","19,004","0.002619","[-0.002475, +0.007713]","0.028186","[-2.6645%, +8.3018%]","0.313680","-","0.001024","0.000036","0.000003"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_hitch_android","","mean","0.063653","21,402","0.063644","20,999","-0.000393","[-0.003206, +0.002419]","-0.006180","[-5.0365%, +3.8004%]","0.783969","-","0.001519","0.000000","0.000000","0.065193","21,150","0.001202","[-0.001707, +0.004111]","0.018879","[-2.6823%, +6.4581%]","0.418154","-","0.001519","0.000025","0.000002"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_hitch_android","","mean","0.061172","15,968","0.061015","15,755","-0.000246","[-0.004556, +0.004064]","-0.004026","[-7.4484%, +6.6432%]","0.910827","-","0.000506","0.000000","0.000000","0.064025","15,856","0.002160","[-0.002063, +0.006382]","0.035302","[-3.372%, +10.4324%]","0.316127","-","0.000506","0.000015","0.000001"
"page_dimension_cx_store_page","Dimension","cx_app_quality_hitch_android","","mean","0.069210","20,297","0.070090","19,882","0.000320","[-0.002959, +0.0036]","0.004631","[-4.276%, +5.2021%]","0.848128","-","0.002326","0.000000","0.000000","0.071157","20,166","0.000412","[-0.002767, +0.003592]","0.005960","[-3.9981%, +5.19%]","0.799298","-","0.002326","0.000000","0.000000"
"cx_app_quality_hitch_ios","Metric","N/A","","mean","0.148952","2,244,635","0.148911","2,181,322","-0.000011","[-0.000346, +0.000324]","-0.000074","[-0.2321%, +0.2173%]","0.948749","-","0.236946","-0.000018","-0.000003","0.148846","2,181,558","-0.000151","[-0.000485, +0.000184]","-0.001012","[-0.3257%, +0.1233%]","0.377115","-","0.236946","-0.000246","-0.000036"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_hitch_ios","","mean","0.121323","1,721,111","0.121436","1,672,172","0.000141","[-0.000335, +0.000618]","0.001166","[-0.2762%, +0.5093%]","0.560668","-","0.029564","0.000029","0.000004","0.121437","1,673,029","0.000096","[-0.000382, +0.000574]","0.000791","[-0.3148%, +0.473%]","0.693847","-","0.029564","0.000020","0.000003"
