"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","treatment1  Value","treatment1  Exposure Volume","treatment1  Absolute Impact","treatment1  Absolute Impact Confidence Interval","treatment1  Relative Impact","treatment1  Relative Impact Confidence Interval","treatment1  P Value","treatment1  Significance","treatment1  Coverage","treatment1  Relative Global Lift","treatment1  Absolute Global Lift","treatment2 Value","treatment2 Exposure Volume","treatment2 Absolute Impact","treatment2 Absolute Impact Confidence Interval","treatment2 Relative Impact","treatment2 Relative Impact Confidence Interval","treatment2 P Value","treatment2 Significance","treatment2 Coverage","treatment2 Relative Global Lift","treatment2 Absolute Global Lift"
"cng_business_line_Pets","Dimension","cng_new_cx_trials_per_cx_nc","","mean","0.000195","5,508,685","0.000178","5,676,380","-0.000015","[-0.00003, +0.000001]","-0.075323","[-15.5739%, +0.5092%]","0.066379","-","0.003801","-0.000286","-0.000035","0.000191","5,507,000","-0.000002","[-0.000018, +0.000014]","-0.010549","[-9.2972%, +7.1874%]","0.801931","-","0.003801","-0.000040","-0.000005"
"cng_order_frequency","Metric","N/A","","mean","1.820881","5,508,685","1.823680","5,676,380","0.003141","[-0.000771, +0.007054]","0.001725","[-0.0423%, +0.3874%]","0.115549","-","0.463705","0.000702","0.001456","1.822329","5,507,000","0.000239","[-0.003691, +0.00417]","0.000131","[-0.2027%, +0.229%]","0.904968","-","0.463705","0.000054","0.000111"
"consumer_country_Australia","Dimension","cng_order_frequency","","mean","1.908918","48,195","1.915331","49,655","0.005247","[-0.030037, +0.040531]","0.002749","[-1.5735%, +2.1233%]","0.770700","-","0.006013","0.000015","0.000032","1.912326","48,288","-0.016923","[-0.052056, +0.01821]","-0.008865","[-2.727%, +0.9539%]","0.345126","-","0.006013","-0.000050","-0.000104"
"consumer_country_Canada","Dimension","cng_order_frequency","","mean","1.782016","83,613","1.767664","86,763","-0.018485","[-0.04558, +0.008609]","-0.010373","[-2.5578%, +0.4831%]","0.181163","-","0.008516","-0.000075","-0.000157","1.773065","83,409","-0.013036","[-0.040095, +0.014023]","-0.007315","[-2.25%, +0.7869%]","0.345059","-","0.008516","-0.000054","-0.000111"
"consumer_country_NULL","Dimension","cng_order_frequency","","mean","1.636458","19,880","1.531653","20,438","-0.104805","[-0.237677, +0.028068]","-0.064044","[-14.5239%, +1.7151%]","0.122118","-","0.000352","-0.000017","-0.000036","1.626814","19,965","-0.009644","[-0.169141, +0.149852]","-0.005893","[-10.3358%, +9.1571%]","0.905664","-","0.000352","-0.000002","-0.000003"
"consumer_country_US","Dimension","cng_order_frequency","","mean","1.820427","5,354,872","1.823564","5,517,354","0.003540","[-0.000439, +0.00752]","0.001945","[-0.0241%, +0.4131%]","0.081243","-","0.448622","0.000765","0.001588","1.821996","5,353,151","0.000693","[-0.003305, +0.004691]","0.000381","[-0.1816%, +0.2577%]","0.734113","-","0.448622","0.000150","0.000311"
"consumer_country_Unknown","Dimension","cng_order_frequency","","mean","2.170735","2,125","2.221971","2,170","0.138456","[-0.105696, +0.382608]","0.063783","[-4.8691%, +17.6258%]","0.266363","-","0.000204","0.000013","0.000027","2.216633","2,187","0.082769","[-0.183313, +0.34885]","0.038129","[-8.4447%, +16.0706%]","0.542077","-","0.000204","0.000008","0.000017"
"is_new_nv_user_0","Dimension","cng_order_frequency","","mean","1.879489","3,655,780","1.882262","3,766,604","0.002927","[-0.001324, +0.007178]","0.001557","[-0.0705%, +0.3819%]","0.177208","-","0.421652","0.000594","0.001234","1.880902","3,654,769","0.000127","[-0.004144, +0.004398]","0.000068","[-0.2205%, +0.234%]","0.953499","-","0.421652","0.000026","0.000054"
"is_new_nv_user_1","Dimension","cng_order_frequency","","mean","1.230369","1,835,355","1.233889","1,891,590","0.003556","[-0.002972, +0.010083]","0.002890","[-0.2416%, +0.8196%]","0.285740","-","0.041787","0.000071","0.000148","1.230674","1,834,527","0.000329","[-0.006165, +0.006823]","0.000267","[-0.5011%, +0.5545%]","0.920936","-","0.041787","0.000007","0.000014"
"is_new_nv_user_NULL","Dimension","cng_order_frequency","","mean","1.672548","17,550","1.538174","18,186","-0.134374","[-0.297549, +0.028802]","-0.080341","[-17.7902%, +1.722%]","0.106525","-","0.000255","-0.000016","-0.000032","1.669210","17,704","-0.003338","[-0.210516, +0.203841]","-0.001995","[-12.5866%, +12.1875%]","0.974812","-","0.000255","0.000000","0.000000"
"consumer_is_dashpass_0","Dimension","cng_order_frequency","","mean","1.537623","3,118,761","1.538120","3,211,976","0.000730","[-0.003971, +0.005431]","0.000475","[-0.2582%, +0.3532%]","0.760820","-","0.195129","0.000069","0.000142","1.537558","3,118,328","-0.000065","[-0.004807, +0.004678]","-0.000042","[-0.3126%, +0.3042%]","0.978708","-","0.195129","-0.000006","-0.000013"
"consumer_is_dashpass_1","Dimension","cng_order_frequency","","mean","2.027084","2,371,989","2.031424","2,445,852","0.004947","[-0.000881, +0.010775]","0.002441","[-0.0435%, +0.5316%]","0.096164","-","0.268322","0.000639","0.001327","2.029490","2,370,600","0.000203","[-0.005644, +0.006049]","0.000100","[-0.2784%, +0.2984%]","0.945812","-","0.268322","0.000026","0.000054"
"cng_business_line_1P Convenience","Dimension","cng_order_frequency","","mean","1.378333","121,870","1.381342","125,126","0.001407","[-0.005043, +0.007856]","0.001021","[-0.3659%, +0.57%]","0.668998","-","0.053923","0.000037","0.000076","1.382162","120,995","0.000377","[-0.006138, +0.006893]","0.000274","[-0.4453%, +0.5001%]","0.909593","-","0.053923","0.000010","0.000020"
"cng_business_line_3P Convenience","Dimension","cng_order_frequency","","mean","1.519609","538,914","1.517742","555,700","-0.000029","[-0.003882, +0.003825]","-0.000019","[-0.2555%, +0.2517%]","0.988351","-","0.237731","-0.000003","-0.000007","1.518048","540,036","-0.000320","[-0.004199, +0.00356]","-0.000211","[-0.2764%, +0.2343%]","0.871621","-","0.237731","-0.000037","-0.000076"
"cng_business_line_Alcohol","Dimension","cng_order_frequency","","mean","1.560674","99,797","1.567260","103,561","0.006248","[-0.003753, +0.016248]","0.004003","[-0.2405%, +1.0411%]","0.220778","-","0.043836","0.000132","0.000274","1.565925","99,629","0.005291","[-0.004762, +0.015344]","0.003390","[-0.3051%, +0.9832%]","0.302249","-","0.043836","0.000112","0.000232"
"cng_business_line_Grocery","Dimension","cng_order_frequency","","mean","1.492886","436,635","1.493569","450,408","0.000266","[-0.003776, +0.004309]","0.000178","[-0.253%, +0.2886%]","0.897245","-","0.192622","0.000025","0.000051","1.491980","438,071","-0.002655","[-0.006705, +0.001395]","-0.001779","[-0.4491%, +0.0934%]","0.198810","-","0.192622","-0.000246","-0.000512"
"cng_business_line_Pets","Dimension","cng_order_frequency","","mean","1.129864","28,462","1.129451","29,193","-0.002056","[-0.008944, +0.004833]","-0.001819","[-0.7916%, +0.4277%]","0.558642","-","0.012606","-0.000012","-0.000026","1.134240","28,476","0.001391","[-0.005692, +0.008474]","0.001231","[-0.5038%, +0.75%]","0.700340","-","0.012606","0.000008","0.000018"
"cng_order_penetration_nc","Metric","N/A","","mean","0.187490","5,508,685","0.187381","5,676,380","-0.000208","[-0.000633, +0.000216]","-0.001112","[-0.3376%, +0.1153%]","0.336016","-","0.463705","-0.000515","-0.000492","0.187583","5,507,000","0.000041","[-0.000387, +0.000469]","0.000218","[-0.2065%, +0.25%]","0.851720","-","0.463705","0.000101","0.000096"
"cng_business_line_1P Convenience","Dimension","cng_order_penetration_nc","","mean","0.021880","5,508,685","0.021798","5,676,380","-0.000026","[-0.000173, +0.000122]","-0.001166","[-0.7893%, +0.5562%]","0.734151","-","0.054135","-0.000063","-0.000060","0.021726","5,507,000","-0.000081","[-0.000229, +0.000068]","-0.003682","[-1.0454%, +0.3091%]","0.286650","-","0.054135","-0.000199","-0.000190"
"cng_business_line_3P Convenience","Dimension","cng_order_penetration_nc","","mean","0.096026","5,508,685","0.096095","5,676,380","0.000023","[-0.000289, +0.000335]","0.000238","[-0.3014%, +0.3491%]","0.885790","-","0.237590","0.000057","0.000054","0.096218","5,507,000","0.000019","[-0.000295, +0.000334]","0.000199","[-0.3077%, +0.3474%]","0.905380","-","0.237590","0.000047","0.000045"
"cng_business_line_Alcohol","Dimension","cng_order_penetration_nc","","mean","0.017690","5,508,685","0.017812","5,676,380","0.000074","[-0.000064, +0.000212]","0.004197","[-0.3614%, +1.2008%]","0.292287","-","0.043768","0.000184","0.000175","0.017661","5,507,000","-0.000041","[-0.00018, +0.000098]","-0.002330","[-1.0185%, +0.5526%]","0.561072","-","0.043768","-0.000102","-0.000097"
"cng_business_line_Grocery","Dimension","cng_order_penetration_nc","","mean","0.077764","5,508,685","0.077839","5,676,380","0.000100","[-0.000191, +0.000391]","0.001286","[-0.2453%, +0.5025%]","0.500181","-","0.192405","0.000247","0.000236","0.078053","5,507,000","0.000322","[+0.000029, +0.000615]","0.004140","[+0.037%, +0.7911%]","0.031389","Significant","0.192405","0.000797","0.000760"
"cng_business_line_Pets","Dimension","cng_order_penetration_nc","","mean","0.005104","5,508,685","0.005082","5,676,380","0.000032","[-0.00003, +0.000093]","0.006216","[-0.5863%, +1.8296%]","0.313124","-","0.012628","0.000079","0.000075","0.005112","5,507,000","0.000044","[-0.000018, +0.000106]","0.008594","[-0.3586%, +2.0773%]","0.166690","-","0.012628","0.000109","0.000104"
"consumer_is_dashpass_0","Dimension","cng_order_penetration_nc","","mean","0.139371","3,118,761","0.139283","3,211,976","-0.000189","[-0.000705, +0.000327]","-0.001354","[-0.5058%, +0.2349%]","0.473569","-","0.195129","-0.000264","-0.000252","0.139371","3,118,328","0.000017","[-0.000503, +0.000537]","0.000122","[-0.361%, +0.3853%]","0.949092","-","0.195129","0.000024","0.000023"
"consumer_is_dashpass_1","Dimension","cng_order_penetration_nc","","mean","0.251919","2,371,989","0.251722","2,445,852","-0.000245","[-0.000954, +0.000464]","-0.000973","[-0.3788%, +0.1842%]","0.498228","-","0.268322","-0.000261","-0.000249","0.252191","2,370,600","0.000110","[-0.000605, +0.000825]","0.000436","[-0.2401%, +0.3274%]","0.763195","-","0.268322","0.000117","0.000112"
"consumer_country_Australia","Dimension","cng_order_penetration_nc","","mean","0.277684","48,195","0.279005","49,655","0.000067","[-0.005176, +0.005309]","0.000241","[-1.8639%, +1.912%]","0.980042","-","0.006013","0.000001","0.000001","0.282741","48,288","0.001782","[-0.003507, +0.007072]","0.006419","[-1.2629%, +2.5467%]","0.508959","-","0.006013","0.000039","0.000037"
"consumer_country_Canada","Dimension","cng_order_penetration_nc","","mean","0.226484","83,613","0.225419","86,763","-0.001435","[-0.005148, +0.002279]","-0.006334","[-2.2731%, +1.0064%]","0.448999","-","0.008516","-0.000054","-0.000051","0.226642","83,409","-0.000370","[-0.004122, +0.003383]","-0.001633","[-1.8201%, +1.4935%]","0.846833","-","0.008516","-0.000014","-0.000013"
"consumer_country_NULL","Dimension","cng_order_penetration_nc","","mean","0.039437","19,880","0.038653","20,438","-0.000784","[-0.004566, +0.002998]","-0.019880","[-11.5784%, +7.6025%]","0.684539","-","0.000352","-0.000007","-0.000007","0.038517","19,965","-0.000920","[-0.004721, +0.002881]","-0.023328","[-11.9706%, +7.3049%]","0.635205","-","0.000352","-0.000008","-0.000008"
"consumer_country_US","Dimension","cng_order_penetration_nc","","mean","0.186609","5,354,872","0.186504","5,517,354","-0.000184","[-0.000614, +0.000246]","-0.000985","[-0.3289%, +0.1318%]","0.401879","-","0.448622","-0.000442","-0.000422","0.186664","5,353,151","0.000048","[-0.000385, +0.000482]","0.000259","[-0.2063%, +0.258%]","0.827115","-","0.448622","0.000116","0.000111"
"consumer_country_Unknown","Dimension","cng_order_penetration_nc","","mean","0.212235","2,125","0.201382","2,170","-0.011249","[-0.033288, +0.010789]","-0.053003","[-15.6843%, +5.0837%]","0.317103","-","0.000204","-0.000011","-0.000010","0.208962","2,187","-0.009578","[-0.031693, +0.012537]","-0.045128","[-14.9329%, +5.9074%]","0.395978","-","0.000204","-0.000009","-0.000009"
"is_new_nv_user_0","Dimension","cng_order_penetration_nc","","mean","0.256905","3,655,780","0.256807","3,766,604","-0.000241","[-0.00083, +0.000348]","-0.000940","[-0.3233%, +0.1353%]","0.421648","-","0.421652","-0.000396","-0.000378","0.257091","3,654,769","0.000118","[-0.000475, +0.000712]","0.000460","[-0.185%, +0.277%]","0.696347","-","0.421652","0.000194","0.000185"
"is_new_nv_user_1","Dimension","cng_order_penetration_nc","","mean","0.050710","1,835,355","0.050648","1,891,590","-0.000060","[-0.000506, +0.000385]","-0.001187","[-0.997%, +0.7596%]","0.791096","-","0.041787","-0.000050","-0.000047","0.050630","1,834,527","-0.000079","[-0.000528, +0.00037]","-0.001558","[-1.0408%, +0.7291%]","0.729993","-","0.041787","-0.000065","-0.000062"
"is_new_nv_user_NULL","Dimension","cng_order_penetration_nc","","mean","0.032194","17,550","0.030243","18,186","-0.001951","[-0.005559, +0.001657]","-0.060601","[-17.2664%, +5.1461%]","0.289183","-","0.000255","-0.000015","-0.000015","0.029880","17,704","-0.002314","[-0.005935, +0.001307]","-0.071877","[-18.4346%, +4.0592%]","0.210361","-","0.000255","-0.000018","-0.000017"
"cng_order_penetration_nc_14d","Metric","N/A","","mean","0.187390","5,508,685","0.187276","5,676,380","-0.000044","[-0.000472, +0.000384]","-0.000233","[-0.2517%, +0.2051%]","0.841427","-","0.463456","-0.000108","-0.000103","0.187485","5,507,000","0.000168","[-0.000263, +0.000599]","0.000898","[-0.1403%, +0.3199%]","0.444519","-","0.463456","0.000416","0.000397"
"cng_order_rate_nc","Metric","N/A","","mean","0.341397","5,508,685","0.341723","5,676,380","0.000151","[-0.00084, +0.001142]","0.000442","[-0.2461%, +0.3344%]","0.765550","-","0.406785","0.000180","0.000356","0.341838","5,507,000","0.000129","[-0.000868, +0.001125]","0.000377","[-0.2543%, +0.3297%]","0.800189","-","0.406785","0.000153","0.000304"
"cng_business_line_RetailVert","Dimension","cng_order_rate_nc","","mean","0.021405","5,508,685","0.021369","5,676,380","0.000086","[-0.000073, +0.000246]","0.004037","[-0.3407%, +1.148%]","0.287819","-","0.025496","0.000103","0.000204","0.021416","5,507,000","0.000065","[-0.000096, +0.000226]","0.003022","[-0.4495%, +1.0538%]","0.430720","-","0.025496","0.000077","0.000153"
"cng_business_line_1P Convenience","Dimension","cng_order_rate_nc","","mean","0.030157","5,508,685","0.030110","5,676,380","-0.000033","[-0.000314, +0.000248]","-0.001092","[-1.0417%, +0.8232%]","0.818437","-","0.035934","-0.000039","-0.000078","0.030028","5,507,000","-0.000106","[-0.000389, +0.000178]","-0.003505","[-1.29%, +0.5891%]","0.464719","-","0.035934","-0.000126","-0.000249"
"cng_business_line_3P Convenience","Dimension","cng_order_rate_nc","","mean","0.145922","5,508,685","0.145847","5,676,380","-0.000018","[-0.000685, +0.000649]","-0.000122","[-0.4691%, +0.4447%]","0.958259","-","0.173872","-0.000021","-0.000042","0.146063","5,507,000","0.000214","[-0.000458, +0.000886]","0.001465","[-0.314%, +0.6071%]","0.532862","-","0.173872","0.000255","0.000505"
"cng_business_line_Alcohol","Dimension","cng_order_rate_nc","","mean","0.027608","5,508,685","0.027916","5,676,380","0.000323","[+0.000008, +0.000638]","0.011688","[+0.0282%, +2.3093%]","0.044592","Significant","0.032896","0.000384","0.000762","0.027656","5,507,000","0.000053","[-0.000263, +0.000369]","0.001922","[-0.9535%, +1.3379%]","0.742300","-","0.032896","0.000063","0.000125"
"cng_business_line_Grocery","Dimension","cng_order_rate_nc","","mean","0.116093","5,508,685","0.116258","5,676,380","0.000147","[-0.000436, +0.00073]","0.001266","[-0.3755%, +0.6288%]","0.621097","-","0.138329","0.000175","0.000347","0.116453","5,507,000","0.000304","[-0.000283, +0.00089]","0.002616","[-0.2434%, +0.7667%]","0.309980","-","0.138329","0.000362","0.000717"
"cng_business_line_Pets","Dimension","cng_order_rate_nc","","mean","0.005767","5,508,685","0.005740","5,676,380","0.000024","[-0.000064, +0.000112]","0.004133","[-1.1069%, +1.9336%]","0.594108","-","0.006871","0.000028","0.000056","0.005798","5,507,000","0.000073","[-0.000016, +0.000163]","0.012712","[-0.2835%, +2.8258%]","0.109040","-","0.006871","0.000087","0.000173"
"consumer_is_dashpass_0","Dimension","cng_order_rate_nc","","mean","0.214300","3,118,761","0.214234","3,211,976","-0.000263","[-0.001251, +0.000725]","-0.001227","[-0.5836%, +0.3382%]","0.601721","-","0.144549","-0.000177","-0.000351","0.214291","3,118,328","0.000028","[-0.000968, +0.001024]","0.000131","[-0.4515%, +0.4777%]","0.955967","-","0.144549","0.000019","0.000037"
"consumer_is_dashpass_1","Dimension","cng_order_rate_nc","","mean","0.510661","2,371,989","0.511354","2,445,852","0.000740","[-0.001143, +0.002622]","0.001449","[-0.2237%, +0.5135%]","0.441161","-","0.262042","0.000380","0.000752","0.511819","2,370,600","0.000267","[-0.001626, +0.002159]","0.000522","[-0.3184%, +0.4229%]","0.782405","-","0.262042","0.000137","0.000271"
"is_new_nv_user_0","Dimension","cng_order_rate_nc","","mean","0.482850","3,655,780","0.483378","3,766,604","0.000230","[-0.001221, +0.001682]","0.000477","[-0.2529%, +0.3483%]","0.755626","-","0.381799","0.000182","0.000361","0.483563","3,654,769","0.000267","[-0.001193, +0.001727]","0.000552","[-0.2472%, +0.3576%]","0.720381","-","0.381799","0.000211","0.000418"
"is_new_nv_user_1","Dimension","cng_order_rate_nc","","mean","0.062392","1,835,355","0.062494","1,891,590","0.000106","[-0.000535, +0.000746]","0.001691","[-0.8579%, +1.1961%]","0.746886","-","0.024769","0.000042","0.000083","0.062309","1,834,527","-0.000081","[-0.000724, +0.000562]","-0.001298","[-1.16%, +0.9004%]","0.804981","-","0.024769","-0.000032","-0.000064"
"is_new_nv_user_NULL","Dimension","cng_order_rate_nc","","mean","0.053846","17,550","0.046519","18,186","-0.007327","[-0.015092, +0.000438]","-0.136073","[-28.0272%, +0.8126%]","0.064383","-","0.000205","-0.000028","-0.000055","0.049876","17,704","-0.003970","[-0.012774, +0.004834]","-0.073729","[-23.724%, +8.9782%]","0.376822","-","0.000205","-0.000015","-0.000030"
"consumer_country_Australia","Dimension","cng_order_rate_nc","","mean","0.530076","48,195","0.534387","49,655","0.001674","[-0.011348, +0.014695]","0.003157","[-2.1408%, +2.7723%]","0.801119","-","0.005530","0.000017","0.000035","0.540693","48,288","-0.001329","[-0.014388, +0.01173]","-0.002507","[-2.7142%, +2.2129%]","0.841923","-","0.005530","-0.000014","-0.000027"
